region_user,subclass,gene,n_cells,mean_log2_expr,pct_expr,is_nonneuronal,is_anchor_subclass,specificity_log2_vs_neuronal,specificity_log2_vs_neuronal_competitor_mean,specificity_log2_vs_panel,specificity_log2_vs_panel_competitor_mean,in_subclass_name,cell_type_label,role,n_anchors_passing,uniqueness,rank_key,rank_within_subclass,roi_clean,contaminating_subclass_in_roi
ORBm,046 Vip Gaba,Prox1,3277,7.5814,89.32,False,True,1.3987,6.1827,1.3987,6.1827,False,Cortical interneurons,target,1,UNIQUE_to_subclass,21.3987,11,True,
ORBm,046 Vip Gaba,Adarb2,3277,12.7518,100.0,False,True,-0.7079,13.4597,1.1295,11.6223,False,Cortical interneurons,target,1,UNIQUE_to_subclass,21.1295,12,False,"047 Sncg Gaba in same dissection is higher (13.46, 100%)"
ORBm,049 Lamp5 Gaba,Lamp5,2339,7.9715,91.49,False,True,-0.3713,8.3428,1.5323,6.4392,True,Cortical interneurons,target,1,UNIQUE_to_subclass,121.5323,1,False,"050 Lamp5 Lhx6 Gaba in same dissection is higher (8.34, 98%)"
ORBm,049 Lamp5 Gaba,Ndnf,2339,4.8516,54.47,False,True,-5.3688,10.2204,4.3188,0.5328,False,Cortical interneurons,target,1,UNIQUE_to_subclass,24.3188,2,False,"036 HPF CR Glut in same dissection is higher (10.22, 97%)"
ORBm,049 Lamp5 Gaba,Npy,2339,9.3641,88.03,False,True,-2.7344,12.0985,3.6126,5.7515,False,Cortical interneurons,target,1,UNIQUE_to_subclass,23.6126,3,False,"056 Sst Chodl Gaba in same dissection is higher (12.10, 100%)"
ORBm,049 Lamp5 Gaba,Pnoc,2339,6.4288,81.45,False,True,-0.7769,7.2057,3.4629,2.9659,False,Cortical interneurons,target,1,UNIQUE_to_subclass,23.4629,4,False,"050 Lamp5 Lhx6 Gaba in same dissection is higher (7.21, 90%)"
ORBm,049 Lamp5 Gaba,Tnnt1,2339,3.1123,43.57,False,True,0.5948,2.5175,2.8523,0.26,False,Cortical interneurons,target,1,UNIQUE_to_subclass,22.8523,5,True,
ORBm,049 Lamp5 Gaba,Cplx3,2339,6.9994,89.1,False,True,1.6574,5.342,1.6574,5.342,False,Cortical interneurons,target,1,UNIQUE_to_subclass,21.6574,6,True,
ORBm,049 Lamp5 Gaba,Gad2,2339,11.4424,100.0,False,True,0.187,11.2554,1.4457,9.9967,False,Cortical interneurons,target,1,UNIQUE_to_subclass,21.4457,7,False,
ORBm,049 Lamp5 Gaba,Gad1,2339,10.867,99.96,False,True,-0.1932,11.0602,1.2319,9.6351,False,Cortical interneurons,target,1,UNIQUE_to_subclass,21.2319,8,False,"050 Lamp5 Lhx6 Gaba in same dissection is higher (11.06, 100%)"
