region_user,cell_type_label,allen_subclass_anchor,role,n_cells,UNIQUE_separator_genes,BEST_separators_also_clean_in_whole_ROI,roi_contamination_warning,how_to_separate_from_siblings,needs_marker_combination,marker_combination_recipe,allen_name_embedded_markers_verified,shared_marker_genes,discriminating_markers_ranked,discriminating_markers_with_stats,GPCRs_enriched_in_this_subclass,cell_type_specific_GPCRs,intermediate_GPCRs,universal_GPCRs,n_unique_separators,n_specific_GPCRs,n_universal_GPCRs
LM,Nearby hypothalamic exclusion populations,102 DMH-LHA Gsx1 Gaba,neighbor_control,6768,"Gsx1, Slc32a1, Gad2, Prox1, Gad1, Dlx1, Isl1, Foxd2, Nkx2-4, Dlx2, Gal, Wfs1",Gsx1,"Slc32a1: 057 NDB-SI-MA-STRv Lhx8 Gaba in same dissection is higher (7.92, 98%); Gad2: 059 GPe-SI Sox6 Cyp26b1 Gaba in same dissection is higher (10.77, 100%); Prox1: 059 GPe-SI Sox6 Cyp26b1 Gaba in same dissection is higher (7.67, 92%); Gad1: 213 SCsg Gabrr2 Gaba in same dissection is higher (10.06, 100%); Dlx1: 091 ARH-PVi Six6 Dopa-Gaba in same dissection is higher (6.71, 90%); Isl1: 142 HY Gnrh1 Glut in same dissection is higher (7.31, 92%); Foxd2: 105 TMd-DMH Foxd2 Gaba in same dissection is higher (2.58, 42%); Nkx2-4: 123 DMH Nkx2-4 Glut in same dissection is higher (3.06, 47%); Dlx2: 091 ARH-PVi Six6 Dopa-Gaba in same dissection is higher (3.75, 61%); Gal: 106 PVpo-VMPO-MPN Hmx2 Gaba in same dissection is higher (5.13, 66%); Wfs1: 064 STR-PAL Chst9 Gaba in same dissection is higher (5.87, 78%)","vs 126 ARH-PVp Tbx3 Glut: Slc32a1, Ebf1, Gsx1; vs 132 AHN-RCH-LHA Otp Fezf1 Glut: Prox1, Gad1, Isl1; vs 143 MM-ant Foxb1 Glut: Gad2, Gad1, Prox1; vs 144 MM Foxb1 Glut: Gad2, Gad1, Prox1",NO,,Gsx1,,"Gsx1, Slc32a1, Gad2, Prox1, Gad1, Dlx1, Isl1, Foxd2, Nkx2-4, Dlx2, Gal, Wfs1","Gsx1 (panel_spec=2.66, 43% of cells, UNIQUE_to_subclass); Slc32a1 (panel_spec=4.96, 82% of cells, UNIQUE_to_subclass); Gad2 (panel_spec=4.88, 95% of cells, UNIQUE_to_subclass); Prox1 (panel_spec=4.72, 84% of cells, UNIQUE_to_subclass); Gad1 (panel_spec=3.69, 88% of cells, UNIQUE_to_subclass); Dlx1 (panel_spec=2.56, 40% of cells, UNIQUE_to_subclass); Isl1 (panel_spec=2.29, 81% of cells, UNIQUE_to_subclass); Foxd2 (panel_spec=2.10, 33% of cells, UNIQUE_to_subclass); Nkx2-4 (panel_spec=1.99, 37% of cells, UNIQUE_to_subclass); Dlx2 (panel_spec=1.49, 26% of cells, UNIQUE_to_subclass); Gal (panel_spec=1.37, 39% of cells, UNIQUE_to_subclass); Wfs1 (panel_spec=1.04, 45% of cells, UNIQUE_to_subclass)","Oprd1 (panel_spec=0.86, 26%)","Oprd1, Gpr88","Drd2, Htr1b","Grm5, Gabbr1, Gabbr2, Adcyap1r1, Grm1, Oprm1, Chrm2, Htr2c, Cnr1, Hcrtr2",12,2,10
ORBm,L2/3 IT excitatory,007 L2/3 IT CTX Glut,target,8869,"Otof, Cux2, Matn2, Wfs1, Gpr88","Cux2, Matn2, Wfs1","Otof: 063 STR D1 Sema5a Gaba in same dissection is higher (4.83, 62%); Gpr88: 063 STR D1 Sema5a Gaba in same dissection is higher (10.34, 100%)",,NO,,,,"Otof, Cux2, Matn2, Wfs1, Gpr88","Otof (panel_spec=2.46, 47% of cells, UNIQUE_to_subclass); Cux2 (panel_spec=2.00, 95% of cells, UNIQUE_to_subclass); Matn2 (panel_spec=1.73, 68% of cells, UNIQUE_to_subclass); Wfs1 (panel_spec=1.22, 73% of cells, UNIQUE_to_subclass); Gpr88 (panel_spec=0.83, 65% of cells, UNIQUE_to_subclass)","Gpr88 (panel_spec=0.83, 65%)",Gpr88,"Cckbr, Htr1b, Npy1r, Crhr1, Oprd1","Grm5, Gabbr2, Gabbr1, Grm1, Cnr1, Adcyap1r1, Htr2a, Oprm1, Chrm2",5,1,9
ORBm,L4/5 IT excitatory,006 L4/5 IT CTX Glut,target,14152,"Rorb, Coch, Cnih3, Deptor, Slc30a3","Rorb, Slc30a3","Coch: 001 CLA-EPd-CTX Car3 Glut in same dissection is higher (3.97, 63%); Cnih3: 003 L5/6 IT TPE-ENT Glut in same dissection is higher (7.44, 96%); Deptor: 064 STR-PAL Chst9 Gaba in same dissection is higher (4.82, 60%)",,NO,,,,"Rorb, Coch, Cnih3, Deptor, Slc30a3","Rorb (panel_spec=2.23, 96% of cells, UNIQUE_to_subclass); Coch (panel_spec=1.86, 57% of cells, UNIQUE_to_subclass); Cnih3 (panel_spec=0.79, 94% of cells, UNIQUE_to_subclass); Deptor (panel_spec=0.76, 55% of cells, UNIQUE_to_subclass); Slc30a3 (panel_spec=0.68, 85% of cells, UNIQUE_to_subclass)","Crhr1 (panel_spec=0.69, 66%)",Gpr88,"Crhr1, Htr1a, Cckbr, Htr1b, Npy1r, Sstr2, Htr2c","Grm5, Gabbr2, Gabbr1, Cnr1, Htr2a, Grm1, Htr1f, Oprm1, Adcyap1r1, Chrm2",5,1,10
ORBm,L5 IT / L5 ET/PT output neurons,005 L5 IT CTX Glut,target,4419,,,,"vs 022 L5 ET CTX Glut: Slc30a3, Thsd7b, Rai14; vs 032 L5 NP CTX Glut: Adcyap1, Zfp804b, Tshz1",YES,"No single gene is unique to this subclass. POSITIVE core (shared with siblings): Adcyap1+ (58% of cells, excludes 7 of the other anchors); Rorb+ (82% of cells, excludes 6 of the other anchors); Slc30a3+ (58% of cells, excludes 6 of the other anchors); Lamp5+ (42% of cells, excludes 6 of the other anchors). NEGATIVE gates required: Whrn- rules out 004 L6 IT CTX Glut; Cux2- rules out 006 L4/5 IT CTX Glut; Cux2- rules out 007 L2/3 IT CTX Glut; Reln- rules out 022 L5 ET CTX Glut; Ccn2- rules out 029 L6b CTX Glut; Foxp2- rules out 030 L6 CT CTX Glut; Tshz2- rules out 032 L5 NP CTX Glut; Vip- rules out 046 Vip Gaba; Gad2- rules out 049 Lamp5 Gaba; Nxph1- rules out 052 Pvalb Gaba; Nxph1- rules out 053 Sst Gaba",,,,,"Htr2a (panel_spec=0.78, 79%), Sstr2 (panel_spec=0.68, 55%)",,"Sstr2, Htr1b, Htr1a, Ntsr1, Crhr1, Npy1r, Cckbr, Drd1, Oprd1","Grm5, Gabbr2, Gabbr1, Htr2a, Cnr1, Chrm2, Htr1f, Grm1, Adcyap1r1, Oprm1",0,0,10
ORBm,L5 IT / L5 ET/PT output neurons,022 L5 ET CTX Glut,target,3739,"Pou3f1, Vat1l, Fezf2","Pou3f1, Vat1l, Fezf2",,"vs 005 L5 IT CTX Glut: Reln, Pcdh8, Pdyn; vs 032 L5 NP CTX Glut: Pou3f1, Lamp5, Vat1l",NO,,,,"Pou3f1, Vat1l, Fezf2","Pou3f1 (panel_spec=4.57, 92% of cells, UNIQUE_to_subclass); Vat1l (panel_spec=1.10, 88% of cells, UNIQUE_to_subclass); Fezf2 (panel_spec=0.63, 94% of cells, UNIQUE_to_subclass)","Mc4r (panel_spec=0.86, 20%)",Mc4r,"Cckbr, Htr1a, Htr1b, Sstr2, Crhr1, Npy1r","Grm5, Gabbr1, Gabbr2, Htr1f, Grm1, Cnr1, Oprm1, Htr2a",3,1,8
ORBm,L5 IT / L5 ET/PT output neurons,032 L5 NP CTX Glut,target,3988,"Tshz2, Trhr, Slc17a6, Etv1, Amigo2, Slc17a8, Spon1","Tshz2, Trhr, Etv1, Amigo2, Slc17a8","Slc17a6: 036 HPF CR Glut in same dissection is higher (5.66, 69%); Spon1: 042 OB-out Frmd7 Gaba in same dissection is higher (9.64, 97%)","vs 005 L5 IT CTX Glut: Tshz2, Nxph1, Trhr; vs 022 L5 ET CTX Glut: Tshz2, Nxph1, Trhr",NO,,,,"Tshz2, Trhr, Slc17a6, Etv1, Amigo2, Slc17a8, Spon1","Tshz2 (panel_spec=8.84, 100% of cells, UNIQUE_to_subclass); Trhr (panel_spec=4.29, 71% of cells, UNIQUE_to_subclass); Slc17a6 (panel_spec=3.52, 71% of cells, UNIQUE_to_subclass); Etv1 (panel_spec=3.16, 100% of cells, UNIQUE_to_subclass); Amigo2 (panel_spec=1.75, 49% of cells, UNIQUE_to_subclass); Slc17a8 (panel_spec=1.58, 26% of cells, UNIQUE_to_subclass); Spon1 (panel_spec=1.14, 93% of cells, UNIQUE_to_subclass)","Htr2c (panel_spec=3.48, 90%), Chrm2 (panel_spec=2.23, 91%), Grm5 (panel_spec=0.57, 100%)",,"Htr2c, Drd1, Hcrtr2","Grm5, Chrm2, Gabbr1, Htr1f, Gabbr2, Adcyap1r1, Oprm1, Cnr1, Grm1",7,0,9
ORBm,L6 CT / L6b,030 L6 CT CTX Glut,target,21453,"Syt6, Foxp2, Rprm, Sla, Cyp26b1, Thsd7b, Zfhx3, Ppp1r1b","Rprm, Sla, Cyp26b1","Syt6: 041 OB-in Frmd7 Gaba in same dissection is higher (7.60, 82%); Foxp2: 063 STR D1 Sema5a Gaba in same dissection is higher (11.53, 100%); Thsd7b: 039 OB Meis2 Thsd7b Gaba in same dissection is higher (10.21, 94%); Zfhx3: 062 STR D2 Gaba in same dissection is higher (4.83, 62%); Ppp1r1b: 062 STR D2 Gaba in same dissection is higher (10.06, 100%)","vs 004 L6 IT CTX Glut: Foxp2, Rprm, Syt6; vs 029 L6b CTX Glut: Cyp26b1, Etv1",NO,,,,"Syt6, Foxp2, Rprm, Sla, Cyp26b1, Thsd7b, Zfhx3, Ppp1r1b","Syt6 (panel_spec=3.76, 92% of cells, UNIQUE_to_subclass); Foxp2 (panel_spec=3.12, 99% of cells, UNIQUE_to_subclass); Rprm (panel_spec=2.49, 91% of cells, UNIQUE_to_subclass); Sla (panel_spec=1.66, 68% of cells, UNIQUE_to_subclass); Cyp26b1 (panel_spec=1.61, 27% of cells, UNIQUE_to_subclass); Thsd7b (panel_spec=1.59, 92% of cells, UNIQUE_to_subclass); Zfhx3 (panel_spec=0.95, 40% of cells, UNIQUE_to_subclass); Ppp1r1b (panel_spec=0.84, 73% of cells, UNIQUE_to_subclass)","Htr1f (panel_spec=1.13, 94%)",,"Ntsr1, Sstr2, Cckbr, Drd1, Oprd1","Grm5, Gabbr2, Gabbr1, Htr1f, Grm1, Oprm1, Cnr1, Chrm2",8,0,8
ORBm,L6 CT / L6b,029 L6b CTX Glut,target,1586,"Nxph4, Ccn2, Gfra1, Drd1, Rai14, Nr4a2, Oprm1, Sema5b","Nxph4, Ccn2, Rai14","Gfra1: 001 CLA-EPd-CTX Car3 Glut in same dissection is higher (8.14, 98%); Drd1: 061 STR D1 Gaba in same dissection is higher (8.30, 96%); Nr4a2: 001 CLA-EPd-CTX Car3 Glut in same dissection is higher (10.53, 100%); Oprm1: 064 STR-PAL Chst9 Gaba in same dissection is higher (5.60, 69%); Sema5b: 063 STR D1 Sema5a Gaba in same dissection is higher (8.12, 93%)","vs 004 L6 IT CTX Glut: Ccn2, Cplx3, Foxp2; vs 030 L6 CT CTX Glut: Ccn2, Cplx3, Nxph4",NO,,,,"Nxph4, Ccn2, Gfra1, Drd1, Rai14, Nr4a2, Oprm1, Sema5b","Nxph4 (panel_spec=4.61, 65% of cells, UNIQUE_to_subclass); Ccn2 (panel_spec=4.14, 77% of cells, UNIQUE_to_subclass); Gfra1 (panel_spec=1.99, 56% of cells, UNIQUE_to_subclass); Drd1 (panel_spec=1.68, 67% of cells, UNIQUE_to_subclass); Rai14 (panel_spec=1.62, 87% of cells, UNIQUE_to_subclass); Nr4a2 (panel_spec=1.34, 58% of cells, UNIQUE_to_subclass); Oprm1 (panel_spec=0.73, 80% of cells, UNIQUE_to_subclass); Sema5b (panel_spec=0.52, 76% of cells, UNIQUE_to_subclass)","Drd1 (panel_spec=1.68, 67%), Oprm1 (panel_spec=0.73, 80%)",,"Drd1, Ntsr1, Cckbr, Sstr2, Hcrtr2","Grm5, Gabbr1, Gabbr2, Htr1f, Oprm1, Grm1, Chrm2, Htr2a, Adcyap1r1",8,0,9
ORBm,L6 CT / L6b,004 L6 IT CTX Glut,target,11338,"Oprk1, Nnat, Ptpru",,"Oprk1: 001 CLA-EPd-CTX Car3 Glut in same dissection is higher (7.09, 90%); Nnat: 002 IT EP-CLA Glut in same dissection is higher (9.03, 95%); Ptpru: 001 CLA-EPd-CTX Car3 Glut in same dissection is higher (6.59, 92%)","vs 029 L6b CTX Glut: Slc30a3, Matn2, Oprk1; vs 030 L6 CT CTX Glut: Slc30a3, Oprk1, Penk",NO,,,,"Oprk1, Nnat, Ptpru","Oprk1 (panel_spec=2.05, 37% of cells, UNIQUE_to_subclass); Nnat (panel_spec=1.37, 77% of cells, UNIQUE_to_subclass); Ptpru (panel_spec=0.75, 67% of cells, UNIQUE_to_subclass)","Oprk1 (panel_spec=2.05, 37%)",Oprk1,"Ntsr1, Htr1b, Cckbr, Sstr2, Drd1, Crhr1, Npy1r","Grm5, Gabbr2, Gabbr1, Grm1, Chrm2, Cnr1, Htr2a, Htr1f, Adcyap1r1, Oprm1",3,1,10
ORBm,Cortical interneurons,052 Pvalb Gaba,target,2869,"Pvalb, Tac1, Cartpt, Cux1, Moxd1, Zfp804b","Pvalb, Cartpt, Moxd1","Tac1: 063 STR D1 Sema5a Gaba in same dissection is higher (10.29, 98%); Cux1: 001 CLA-EPd-CTX Car3 Glut in same dissection is higher (7.76, 95%); Zfp804b: 051 Pvalb chandelier Gaba in same dissection is higher (11.68, 100%)","vs 046 Vip Gaba: Sox6, Mpped1, Pvalb; vs 049 Lamp5 Gaba: Sox6, Pvalb, Tac1; vs 053 Sst Gaba: Pvalb, Tac1, Sp9",NO,,Pvalb,,"Pvalb, Tac1, Cartpt, Cux1, Moxd1, Zfp804b","Pvalb (panel_spec=5.58, 71% of cells, UNIQUE_to_subclass); Tac1 (panel_spec=5.45, 70% of cells, UNIQUE_to_subclass); Cartpt (panel_spec=1.98, 54% of cells, UNIQUE_to_subclass); Cux1 (panel_spec=1.07, 82% of cells, UNIQUE_to_subclass); Moxd1 (panel_spec=0.82, 54% of cells, UNIQUE_to_subclass); Zfp804b (panel_spec=0.66, 89% of cells, UNIQUE_to_subclass)","Oprd1 (panel_spec=1.54, 68%)",,"Oprd1, Cckbr, Drd1, Htr2c","Grm5, Gabbr2, Gabbr1, Adcyap1r1, Cnr1, Htr2a, Htr1f, Chrm2, Grm1, Oprm1",6,0,10
ORBm,Cortical interneurons,053 Sst Gaba,target,5377,"Sst, Baiap3, Fibcd1",Baiap3,"Sst: 056 Sst Chodl Gaba in same dissection is higher (11.88, 100%); Fibcd1: 044 OB Dopa-Gaba in same dissection is higher (3.71, 46%)","vs 046 Vip Gaba: Sst, Sox6, Mpped1; vs 049 Lamp5 Gaba: Sox6, Calb1, Lhx6; vs 052 Pvalb Gaba: Ptpru, Pde1c, Pdyn",NO,,Sst,,"Sst, Baiap3, Fibcd1","Sst (panel_spec=8.11, 99% of cells, UNIQUE_to_subclass); Baiap3 (panel_spec=2.16, 42% of cells, UNIQUE_to_subclass); Fibcd1 (panel_spec=1.48, 32% of cells, UNIQUE_to_subclass)","Oxtr (panel_spec=0.89, 28%), Grm1 (panel_spec=0.88, 94%)",Oxtr,"Htr1a, Oprd1","Grm5, Grm1, Gabbr1, Gabbr2, Cnr1, Adcyap1r1, Oprm1, Htr1f, Chrm2, Htr2a",3,1,10
ORBm,Cortical interneurons,046 Vip Gaba,target,3277,"Vip, Calb2, Tac2, Crh, Slc5a7, Penk, Htr3a, Cnr1, Nr2e1, Dlx1, Prox1, Adarb2","Vip, Crh, Nr2e1, Dlx1, Prox1","Calb2: 042 OB-out Frmd7 Gaba in same dissection is higher (10.74, 97%); Tac2: 047 Sncg Gaba in same dissection is higher (4.80, 56%); Slc5a7: 056 Sst Chodl Gaba in same dissection is higher (4.09, 58%); Penk: 062 STR D2 Gaba in same dissection is higher (10.23, 97%); Htr3a: 047 Sncg Gaba in same dissection is higher (6.09, 76%); Cnr1: 047 Sncg Gaba in same dissection is higher (12.16, 100%); Adarb2: 047 Sncg Gaba in same dissection is higher (13.46, 100%)","vs 049 Lamp5 Gaba: Vip, Calb2, Crh; vs 052 Pvalb Gaba: Adarb2, Vip, Prox1; vs 053 Sst Gaba: Adarb2, Vip, Prox1",NO,,Vip,,"Vip, Calb2, Tac2, Crh, Slc5a7, Penk, Htr3a, Cnr1, Nr2e1, Dlx1, Prox1, Adarb2","Vip (panel_spec=10.06, 93% of cells, UNIQUE_to_subclass); Calb2 (panel_spec=4.24, 65% of cells, UNIQUE_to_subclass); Tac2 (panel_spec=3.68, 48% of cells, UNIQUE_to_subclass); Crh (panel_spec=3.55, 57% of cells, UNIQUE_to_subclass); Slc5a7 (panel_spec=3.15, 41% of cells, UNIQUE_to_subclass); Penk (panel_spec=2.93, 61% of cells, UNIQUE_to_subclass); Htr3a (panel_spec=2.24, 40% of cells, UNIQUE_to_subclass); Cnr1 (panel_spec=2.08, 98% of cells, UNIQUE_to_subclass); Nr2e1 (panel_spec=1.65, 42% of cells, UNIQUE_to_subclass); Dlx1 (panel_spec=1.64, 81% of cells, UNIQUE_to_subclass); Prox1 (panel_spec=1.40, 89% of cells, UNIQUE_to_subclass); Adarb2 (panel_spec=1.13, 100% of cells, UNIQUE_to_subclass)","Cnr1 (panel_spec=2.08, 98%), Npy2r (panel_spec=2.05, 40%), Npy1r (panel_spec=1.05, 68%)",Npy2r,"Npy1r, Hcrtr2, Htr2c","Cnr1, Grm5, Gabbr1, Gabbr2, Grm1, Adcyap1r1, Oprm1",12,1,7
ORBm,Cortical interneurons,049 Lamp5 Gaba,target,2339,"Lamp5, Ndnf, Npy, Pnoc, Tnnt1, Cplx3, Gad2, Gad1, Nos1, Sema5a, Necab1, Maf","Tnnt1, Cplx3, Sema5a","Lamp5: 050 Lamp5 Lhx6 Gaba in same dissection is higher (8.34, 98%); Ndnf: 036 HPF CR Glut in same dissection is higher (10.22, 97%); Npy: 056 Sst Chodl Gaba in same dissection is higher (12.10, 100%); Pnoc: 050 Lamp5 Lhx6 Gaba in same dissection is higher (7.21, 90%); Gad1: 050 Lamp5 Lhx6 Gaba in same dissection is higher (11.06, 100%); Nos1: 056 Sst Chodl Gaba in same dissection is higher (11.71, 98%); Necab1: 063 STR D1 Sema5a Gaba in same dissection is higher (9.96, 97%); Maf: 050 Lamp5 Lhx6 Gaba in same dissection is higher (9.15, 100%)","vs 046 Vip Gaba: Npy, Lamp5, Mpped1; vs 052 Pvalb Gaba: Adarb2, Lamp5, Cplx3; vs 053 Sst Gaba: Adarb2, Nfib, Lamp5",NO,,Lamp5,,"Lamp5, Ndnf, Npy, Pnoc, Tnnt1, Cplx3, Gad2, Gad1, Nos1, Sema5a, Necab1, Maf","Lamp5 (panel_spec=1.53, 91% of cells, UNIQUE_to_subclass); Ndnf (panel_spec=4.32, 54% of cells, UNIQUE_to_subclass); Npy (panel_spec=3.61, 88% of cells, UNIQUE_to_subclass); Pnoc (panel_spec=3.46, 81% of cells, UNIQUE_to_subclass); Tnnt1 (panel_spec=2.85, 44% of cells, UNIQUE_to_subclass); Cplx3 (panel_spec=1.66, 89% of cells, UNIQUE_to_subclass); Gad2 (panel_spec=1.45, 100% of cells, UNIQUE_to_subclass); Gad1 (panel_spec=1.23, 100% of cells, UNIQUE_to_subclass); Nos1 (panel_spec=1.18, 64% of cells, UNIQUE_to_subclass); Sema5a (panel_spec=1.16, 91% of cells, UNIQUE_to_subclass); Necab1 (panel_spec=1.00, 91% of cells, UNIQUE_to_subclass); Maf (panel_spec=0.96, 91% of cells, UNIQUE_to_subclass)","Hcrtr2 (panel_spec=2.67, 67%)",,"Hcrtr2, Sstr2, Npy1r","Grm5, Gabbr2, Gabbr1, Cnr1, Htr2a, Htr1f, Adcyap1r1, Oprm1",12,0,8
AId,Upper-layer IT excitatory,007 L2/3 IT CTX Glut,target,7697,"Otof, Wfs1, Cux2, Gpr88, Matn2, Cux1, Nos1","Otof, Wfs1","Matn2: 002 IT EP-CLA Glut in same dissection is higher (4.82, 74%); Cux1: 001 CLA-EPd-CTX Car3 Glut in same dissection is higher (7.59, 93%); Nos1: 056 Sst Chodl Gaba in same dissection is higher (11.18, 96%)","vs 006 L4/5 IT CTX Glut: Bcl11b, Otof, Pcdh8",NO,,,,"Otof, Wfs1, Cux2, Gpr88, Matn2, Cux1, Nos1","Otof (panel_spec=3.38, 60% of cells, UNIQUE_to_subclass); Wfs1 (panel_spec=3.05, 88% of cells, UNIQUE_to_subclass); Cux2 (panel_spec=1.80, 93% of cells, UNIQUE_to_subclass); Gpr88 (panel_spec=1.77, 74% of cells, UNIQUE_to_subclass); Matn2 (panel_spec=1.71, 66% of cells, UNIQUE_to_subclass); Cux1 (panel_spec=0.90, 90% of cells, UNIQUE_to_subclass); Nos1 (panel_spec=0.51, 67% of cells, UNIQUE_to_subclass)","Gpr88 (panel_spec=1.77, 74%)","Gpr88, Htr1b, Oxtr, Ntsr1, Crhr1","Cckbr, Npy1r, Oprd1, Htr2c","Grm5, Gabbr2, Gabbr1, Grm1, Cnr1, Htr2a, Adcyap1r1, Htr1f, Oprm1, Chrm2",7,5,10
AId,Upper-layer IT excitatory,006 L4/5 IT CTX Glut,target,12177,"Rorb, Coch, Cnih3, Deptor, Slc30a3","Rorb, Slc30a3","Coch: 001 CLA-EPd-CTX Car3 Glut in same dissection is higher (3.03, 49%)","vs 007 L2/3 IT CTX Glut: Cyp26b1, Deptor, Whrn",NO,,,,"Rorb, Coch, Cnih3, Deptor, Slc30a3","Rorb (panel_spec=3.06, 97% of cells, UNIQUE_to_subclass); Coch (panel_spec=1.24, 44% of cells, UNIQUE_to_subclass); Cnih3 (panel_spec=0.92, 96% of cells, UNIQUE_to_subclass); Deptor (panel_spec=0.72, 55% of cells, UNIQUE_to_subclass); Slc30a3 (panel_spec=0.55, 94% of cells, UNIQUE_to_subclass)","Htr2a (panel_spec=1.99, 91%), Crhr1 (panel_spec=1.59, 64%)","Crhr1, Htr1a, Htr1b, Gpr88","Cckbr, Npy1r, Sstr2, Oprd1, Htr2c","Grm5, Gabbr2, Gabbr1, Htr2a, Cnr1, Htr1f, Grm1, Chrm2, Oprm1, Adcyap1r1",5,4,10
AId,Deep-layer output neurons,030 L6 CT CTX Glut,target,13072,"Foxp2, Syt6, Rprm, Sla, Thsd7b, Ppp1r1b, Zfhx3","Foxp2, Syt6, Rprm, Zfhx3","Thsd7b: 036 HPF CR Glut in same dissection is higher (8.78, 90%)","vs 022 L5 ET CTX Glut: Thsd7b, Syt6, Sema5a; vs 029 L6b CTX Glut: Cyp26b1; vs 032 L5 NP CTX Glut: Thsd7b, Syt6, Sulf1",NO,,,,"Foxp2, Syt6, Rprm, Sla, Thsd7b, Ppp1r1b, Zfhx3","Foxp2 (panel_spec=3.69, 99% of cells, UNIQUE_to_subclass); Syt6 (panel_spec=3.23, 86% of cells, UNIQUE_to_subclass); Rprm (panel_spec=2.40, 95% of cells, UNIQUE_to_subclass); Sla (panel_spec=2.18, 70% of cells, UNIQUE_to_subclass); Thsd7b (panel_spec=1.97, 95% of cells, UNIQUE_to_subclass); Ppp1r1b (panel_spec=0.97, 78% of cells, UNIQUE_to_subclass); Zfhx3 (panel_spec=0.90, 37% of cells, UNIQUE_to_subclass)",,Drd1,"Sstr2, Cckbr, Oprd1","Grm5, Gabbr2, Gabbr1, Htr1f, Grm1, Oprm1, Cnr1, Chrm2",7,1,8
AId,Deep-layer output neurons,022 L5 ET CTX Glut,target,1134,"Pou3f1, Vat1l, Fezf2, Bcl11b","Pou3f1, Vat1l, Fezf2, Bcl11b",,"vs 029 L6b CTX Glut: Pou3f1, Lamp5, Vat1l; vs 030 L6 CT CTX Glut: Pou3f1, Vat1l, Reln; vs 032 L5 NP CTX Glut: Pou3f1, Lamp5, Vat1l",NO,,,,"Pou3f1, Vat1l, Fezf2, Bcl11b","Pou3f1 (panel_spec=4.93, 98% of cells, UNIQUE_to_subclass); Vat1l (panel_spec=1.11, 90% of cells, UNIQUE_to_subclass); Fezf2 (panel_spec=0.95, 97% of cells, UNIQUE_to_subclass); Bcl11b (panel_spec=0.73, 100% of cells, UNIQUE_to_subclass)","Mc4r (panel_spec=1.84, 41%), Sstr2 (panel_spec=0.63, 53%)","Mc4r, Htr1b, Htr1a, Crhr1","Sstr2, Cckbr, Npy1r","Grm5, Gabbr1, Gabbr2, Htr1f, Cnr1, Grm1, Oprm1, Htr2a",4,4,8
