region,anchor,gene,in_panel_245,pct_expr,mean_log2_expr,specificity_log2_vs_other_anchors,rank_key,rank_within_anchor_all_genes,rank_within_anchor_panel_status
ORBm,049 Lamp5 Gaba,Hapln1,False,90.08033531260915,7.7025228774177,6.476683014613736,8.431313008730076,1,1
ORBm,049 Lamp5 Gaba,Sv2c,False,89.27698218651764,7.922897695953764,6.078353327472973,8.029092828937737,2,2
ORBm,049 Lamp5 Gaba,Kit,False,96.08801955990221,9.2236479060699,5.212359327381154,7.1950285697492395,3,3
ORBm,049 Lamp5 Gaba,Pde11a,False,71.56828501571778,6.173250433535081,5.270647962015524,7.125368572395121,4,4
ORBm,049 Lamp5 Gaba,Gm16070,False,72.79077890324834,5.291687629958195,4.356053451622174,6.2181298182280615,6,5
ORBm,049 Lamp5 Gaba,Crispld1,False,79.49703108627314,6.032240973874651,4.159901601559124,6.0602525112605585,7,6
ORBm,049 Lamp5 Gaba,Pip5k1b,False,98.14879497031086,8.579759326632356,3.769642512582954,5.761527484466435,8,7
ORBm,049 Lamp5 Gaba,Fgf13,False,99.61578763534754,10.739625771562828,3.6646438138029156,5.662971986961145,9,8
ORBm,049 Lamp5 Gaba,Myo3b,False,58.47013622074747,4.100543918536337,3.5176770116606173,5.28461111729626,11,9
ORBm,049 Lamp5 Gaba,Atp11c,False,74.67691232972406,5.314474699424773,3.1944781031947143,5.067664456045875,12,10
ORBm,052 Pvalb Gaba,Nek7,False,89.83282156260663,7.660268241494477,3.913932515102105,5.867367555769738,3,1
ORBm,052 Pvalb Gaba,Gm13629,False,83.48686455134767,6.137710597319067,3.7982904286740333,5.719908579587387,4,2
ORBm,052 Pvalb Gaba,Gpr176,False,91.40225179119754,7.309348391087459,3.616095868695412,5.5770527638651854,5,3
ORBm,052 Pvalb Gaba,6330411D24Rik,False,55.441828727396796,4.287895525408784,3.5967112468292117,5.340548793705669,6,4
ORBm,052 Pvalb Gaba,Phlda1,False,94.98464687819856,7.577378594806193,3.244186486496634,5.221839898996723,7,5
ORBm,052 Pvalb Gaba,St3gal6,False,62.9136813374275,4.141669750701686,3.173380674965676,4.972125773244851,8,6
ORBm,052 Pvalb Gaba,Cox6a2,False,76.90208120095531,5.535502875961569,3.059615941126224,4.945554034397876,9,7
ORBm,052 Pvalb Gaba,Rnd2,False,82.32685090412828,6.064765693302734,2.6962657377648096,4.61180724123516,10,8
ORBm,052 Pvalb Gaba,Ankrd29,False,76.86796315250767,5.302896948000629,2.7017850505265653,4.587530423811961,11,9
ORBm,052 Pvalb Gaba,Kcnab3,False,60.86659843056977,3.9693443743452934,2.660292585839321,4.44467161744099,12,10
ORBm,053 Sst Gaba,Grin3a,False,97.56844380403459,9.694928608126187,4.217849287430947,6.207158665571351,2,1
ORBm,053 Sst Gaba,Frmd4b,False,82.8350144092219,6.50223895649745,3.7004285165328876,5.618642468660127,3,2
ORBm,053 Sst Gaba,Tmcc3,False,83.35734870317003,6.434179222721188,3.445429255623114,5.366373148456027,4,3
ORBm,053 Sst Gaba,Lypd6,False,91.10230547550432,7.93037078007841,3.1480967544668834,5.107626122028471,5,4
ORBm,053 Sst Gaba,Lypd6b,False,87.64409221902017,6.857371573832949,2.9224632044490995,4.865185851597101,6,5
ORBm,053 Sst Gaba,Trhde,False,97.37031700288185,9.330502997987209,2.86775039570933,4.856176979625238,7,6
ORBm,053 Sst Gaba,B3gat2,False,67.43515850144092,4.961351889354694,2.6425473127633405,4.4714336953826095,8,7
ORBm,053 Sst Gaba,Gm16083,False,86.20317002881845,6.391629584584525,2.4710408792813907,4.406564116112011,9,8
ORBm,053 Sst Gaba,Klf5,False,81.06988472622479,5.869945767977052,2.478510797510488,4.387370353002169,10,9
ORBm,053 Sst Gaba,Masp1,False,63.40057636887608,4.220538829176845,2.2597090450673516,4.061802251098684,11,10
